わたし	私	1000
かれ	彼	700
かのじょ	彼女	680
ひと	人	1000
おとこ	男	800
おんな	女	800
こども	子供	900
おとな	大人	700
ともだち	友達	800
かぞく	家族	800
ちち	父	700
はは	母	700
あに	兄	600
あね	姉	600
おとうと	弟	600
いもうと	妹	600
そふ	祖父	400
そぼ	祖母	400
むすこ	息子	500
むすめ	娘	500
つま	妻	500
おっと	夫	500
あかちゃん	赤ちゃん	400
せんせい	先生	900
がくせい	学生	800
せいと	生徒	500
じぶん	自分	800
あいて	相手	500
ほんにん	本人	250
たにん	他人	300
だんせい	男性	550
じょせい	女性	550
わかもの	若者	300
おとしより	お年寄り	200
みんな	皆	700
みな	皆	400
なかま	仲間	400
こいびと	恋人	400
しりあい	知り合い	300
きゃく	客	400
おきゃくさん	お客さん	400
いしゃ	医者	500
かんごし	看護師	250
てんいん	店員	400
うんてんしゅ	運転手	300
せいじか	政治家	200
がか	画家	200
かしゅ	歌手	300
はいゆう	俳優	300
せんしゅ	選手	400
さっか	作家	300
こうむいん	公務員	250
しゃちょう	社長	400
ぶちょう	部長	300
かちょう	課長	300
どうりょう	同僚	250
かいしゃいん	会社員	300
のうか	農家	200
じかん	時間	900
とき	時	850
じ	時	600
ひ	日	800
ひび	日々	300
あさ	朝	800
ひる	昼	750
よる	夜	800
ゆうがた	夕方	400
ばん	晩	400
きょう	今日	1000
あした	明日	950
あす	明日	400
きのう	昨日	950
おととい	一昨日	250
あさって	明後日	250
こんばん	今晩	400
こんや	今夜	400
けさ	今朝	400
まいにち	毎日	800
まいあさ	毎朝	300
まいばん	毎晩	300
こんしゅう	今週	500
らいしゅう	来週	500
せんしゅう	先週	500
しゅうまつ	週末	400
つき	月	700
こんげつ	今月	500
らいげつ	来月	500
せんげつ	先月	500
とし	年	800
ことし	今年	600
らいねん	来年	600
きょねん	去年	600
まいとし	毎年	300
はる	春	700
なつ	夏	700
あき	秋	700
ふゆ	冬	700
きせつ	季節	400
たんじょうび	誕生日	450
しゅうかん	週間	300
げつようび	月曜日	500
かようび	火曜日	500
すいようび	水曜日	500
もくようび	木曜日	500
きんようび	金曜日	500
どようび	土曜日	500
にちようび	日曜日	500
じだい	時代	400
みらい	未来	400
かこ	過去	400
げんざい	現在	400
しょうらい	将来	400
よてい	予定	500
つごう	都合	400
さいご	最後	600
さいしょ	最初	600
とちゅう	途中	400
おわり	終わり	500
さいきん	最近	500
つぎ	次	700
びょう	秒	400
ふん	分	500
せいき	世紀	200
きかん	期間	300
じゅんばん	順番	300
いち	一	900
に	二	900
さん	三	900
し	四	500
よん	四	700
ご	五	900
ろく	六	900
しち	七	500
なな	七	700
はち	八	900
きゅう	九	700
じゅう	十	900
ひゃく	百	800
せん	千	800
まん	万	800
おく	億	400
はんぶん	半分	500
ぜんぶ	全部	600
いちばん	一番	700
そら	空	800
くも	雲	500
あめ	雨	800
ゆき	雪	700
かぜ	風	700
たいよう	太陽	500
ほし	星	600
うみ	海	800
やま	山	800
かわ	川	700
みずうみ	湖	300
いけ	池	300
もり	森	500
はやし	林	300
き	木	800
はな	花	800
くさ	草	400
は	葉	300
いし	石	400
つち	土	400
すな	砂	300
ひ	火	600
みず	水	900
こおり	氷	400
しぜん	自然	500
てんき	天気	700
きおん	気温	300
たいふう	台風	400
じしん	地震	500
かみなり	雷	400
にじ	虹	300
しま	島	400
なみ	波	300
たき	滝	200
たに	谷	200
おか	丘	200
はたけ	畑	300
ちきゅう	地球	400
うちゅう	宇宙	400
くうき	空気	500
かんきょう	環境	400
どうぶつ	動物	600
いぬ	犬	800
ねこ	猫	800
とり	鳥	700
さかな	魚	800
むし	虫	500
うま	馬	500
うし	牛	500
ぶた	豚	500
ひつじ	羊	300
とら	虎	300
ぞう	象	300
さる	猿	300
くま	熊	300
しか	鹿	250
きつね	狐	200
へび	蛇	250
かえる	蛙	250
かめ	亀	200
くじら	鯨	250
えび	海老	200
かに	蟹	200
はち	蜂	250
ちょう	蝶	200
か	蚊	200
あり	蟻	150
ね	根	250
えだ	枝	250
たね	種	300
み	実	300
まめ	豆	300
こめ	米	500
むぎ	麦	250
いね	稲	200
いと	糸	300
ぬの	布	300
かわ	皮	250
かわ	革	200
からだ	体	800
あたま	頭	800
かお	顔	800
め	目	800
みみ	耳	600
はな	鼻	600
くち	口	700
は	歯	500
した	舌	300
くび	首	500
かた	肩	400
て	手	900
ゆび	指	500
あし	足	800
ひざ	膝	300
むね	胸	400
はら	腹	400
おなか	お腹	400
せなか	背中	400
こころ	心	700
ち	血	400
ほね	骨	300
ひふ	皮膚	300
のう	脳	300
こえ	声	700
かみ	髪	500
かみ	神	450
つめ	爪	200
のど	喉	300
ちから	力	700
たべもの	食べ物	700
のみもの	飲み物	600
ごはん	ご飯	800
あさごはん	朝ご飯	400
ひるごはん	昼ご飯	400
ばんごはん	晩ご飯	400
おちゃ	お茶	600
にく	肉	700
ぎゅうにく	牛肉	400
とりにく	鶏肉	380
ぶたにく	豚肉	380
たまご	卵	600
やさい	野菜	600
くだもの	果物	500
りんご	林檎	380
しお	塩	500
さとう	砂糖	500
あぶら	油	400
しょうゆ	醤油	300
みそ	味噌	300
あじ	味	600
りょうり	料理	700
しょくじ	食事	600
おかし	お菓子	400
かし	菓子	300
あめ	飴	300
はし	箸	400
さら	皿	400
なべ	鍋	300
いえ	家	900
うち	家	700
へや	部屋	700
まど	窓	500
と	戸	300
かべ	壁	400
ゆか	床	400
てんじょう	天井	250
かいだん	階段	400
だいどころ	台所	400
ふろ	風呂	400
おふろ	お風呂	400
にわ	庭	500
もん	門	300
いす	椅子	500
つくえ	机	500
ほん	本	900
ざっし	雑誌	400
しんぶん	新聞	600
かみ	紙	600
えんぴつ	鉛筆	400
とけい	時計	600
でんわ	電話	700
れいぞうこ	冷蔵庫	300
せんたくき	洗濯機	250
かさ	傘	500
かばん	鞄	400
さいふ	財布	400
めがね	眼鏡	400
ふく	服	600
ようふく	洋服	300
くつ	靴	600
くつした	靴下	300
ぼうし	帽子	400
かぎ	鍵	400
はこ	箱	400
どうぐ	道具	400
ざいりょう	材料	300
せいひん	製品	300
でんき	電気	600
けいたい	携帯	400
くるま	車	800
でんしゃ	電車	700
ちかてつ	地下鉄	400
じてんしゃ	自転車	500
ひこうき	飛行機	600
ふね	船	500
えき	駅	700
くうこう	空港	400
みち	道	700
どうろ	道路	400
はし	橋	400
しんごう	信号	300
こうさてん	交差点	250
ちず	地図	400
きっぷ	切符	400
せき	席	400
よやく	予約	400
ところ	所	700
ばしょ	場所	600
まち	町	700
むら	村	400
し	市	400
けん	県	400
くに	国	800
せかい	世界	700
とかい	都会	300
いなか	田舎	300
がっこう	学校	900
だいがく	大学	700
びょういん	病院	600
ぎんこう	銀行	600
ゆうびんきょく	郵便局	400
としょかん	図書館	500
こうえん	公園	600
えいがかん	映画館	300
びじゅつかん	美術館	300
はくぶつかん	博物館	300
じんじゃ	神社	400
てら	寺	400
きょうかい	教会	300
みせ	店	700
ほんや	本屋	400
かいしゃ	会社	800
こうじょう	工場	400
じむしょ	事務所	300
がいこく	外国	500
がいこくじん	外国人	300
しゅと	首都	250
ちほう	地方	300
とし	都市	300
じんこう	人口	300
しごと	仕事	800
しゃかい	社会	600
せいじ	政治	500
けいざい	経済	500
ぶんか	文化	500
れきし	歴史	600
かがく	科学	500
すうがく	数学	400
りか	理科	300
こくご	国語	300
えいご	英語	700
にほんご	日本語	700
にほん	日本	1000
ことば	言葉	700
もじ	文字	400
ぶんしょう	文章	400
いみ	意味	700
しつもん	質問	600
こたえ	答え	600
もんだい	問題	700
せいかつ	生活	600
じんせい	人生	500
かいぎ	会議	500
やくそく	約束	500
じゅんび	準備	500
けいかく	計画	500
ほうほう	方法	500
りゆう	理由	600
けっか	結果	500
げんいん	原因	400
もくてき	目的	400
きかい	機会	400
きかい	機械	400
じょうほう	情報	500
おかね	お金	800
かね	金	500
ねだん	値段	500
かかく	価格	300
しょうひん	商品	400
けいさつ	警察	400
ほうりつ	法律	300
せんそう	戦争	400
へいわ	平和	400
じゆう	自由	500
けんり	権利	300
こと	事	800
もの	物	800
ばあい	場合	500
ぶぶん	部分	400
ようす	様子	300
かたち	形	500
おと	音	600
におい	匂い	400
しゅるい	種類	400
かず	数	500
りょう	量	300
すべて	全て	400
ちがい	違い	400
あい	愛	500
こい	恋	400
ゆめ	夢	500
きぼう	希望	400
しんぱい	心配	500
あんしん	安心	400
きもち	気持ち	600
きぶん	気分	500
かんじ	感じ	400
きょうみ	興味	500
かんがえ	考え	400
いけん	意見	500
けいけん	経験	500
ちしき	知識	400
のうりょく	能力	300
せいこう	成功	400
しっぱい	失敗	500
どりょく	努力	400
もくひょう	目標	400
ゆうき	勇気	300
せきにん	責任	300
しゅうかん	習慣	300
きげん	期限	200
しゅみ	趣味	500
なまえ	名前	800
てがみ	手紙	500
じゅうしょ	住所	400
ばんごう	番号	400
かいわ	会話	400
せつめい	説明	500
れんらく	連絡	500
へんじ	返事	400
あいさつ	挨拶	400
はなし	話	700
じゅぎょう	授業	500
しゅくだい	宿題	500
しけん	試験	500
せいせき	成績	300
べんきょう	勉強	700
けんきゅう	研究	500
せんもん	専門	300
そつぎょう	卒業	400
にゅうがく	入学	300
きょうしつ	教室	400
ちり	地理	300
ぶつり	物理	300
かがく	化学	400
せいぶつ	生物	300
びじゅつ	美術	300
たいいく	体育	300
おんがく	音楽	700
うた	歌	600
え	絵	500
えいが	映画	700
しょうせつ	小説	400
ものがたり	物語	400
しゃしん	写真	600
びょうき	病気	600
けが	怪我	400
かぜ	風邪	500
ねつ	熱	500
くすり	薬	600
けんこう	健康	500
なみだ	涙	400
えがお	笑顔	400
けっこん	結婚	500
りこん	離婚	200
きんじょ	近所	300
ちじん	知人	200
しゅうにゅう	収入	250
ぜいきん	税金	250
うえ	上	800
した	下	800
なか	中	800
そと	外	700
まえ	前	800
うしろ	後ろ	700
あと	後	700
みぎ	右	700
ひだり	左	700
ひがし	東	600
にし	西	600
みなみ	南	600
きた	北	600
となり	隣	500
そば	側	400
ちかく	近く	500
とおく	遠く	400
あいだ	間	600
よこ	横	500
たて	縦	300
かた	方	500
ほう	方	500
がわ	側	300
いろ	色	700
あか	赤	600
あお	青	600
しろ	白	600
くろ	黒	600
きいろ	黄色	600
みどり	緑	500
ちゃいろ	茶色	400
むらさき	紫	400
はいいろ	灰色	300
いく	行く	900
くる	来る	900
かえる	帰る	800
かえる	変える	500
たべる	食べる	900
のむ	飲む	800
みる	見る	900
きく	聞く	800
はなす	話す	800
いう	言う	900
よむ	読む	800
かく	書く	800
おもう	思う	900
しる	知る	800
わかる	分かる	800
できる	出来る	700
なる	成る	500
もつ	持つ	700
とる	取る	700
おく	置く	500
つくる	作る	700
つかう	使う	700
あう	会う	700
まつ	待つ	700
あるく	歩く	700
はしる	走る	700
たつ	立つ	700
すわる	座る	600
ねる	寝る	700
おきる	起きる	700
はたらく	働く	700
やすむ	休む	700
あそぶ	遊ぶ	700
ならう	習う	500
おしえる	教える	700
おぼえる	覚える	600
わすれる	忘れる	600
かんがえる	考える	700
しらべる	調べる	500
さがす	探す	500
みつける	見つける	500
かう	買う	800
うる	売る	600
はらう	払う	500
かす	貸す	400
